freeze OK t1=5ae1bdb0e71a all=0eeb421b90d4 engine={'engine_image': 'quantconnect/lean@sha256:dc84a683464681b2e6c9579bc7655e16d4802380367c77004e40a6a504088bd7', 'lean_cli': 'lean 1.0.227', 'git_rev': 'b11f5d122f97867cc5ed6d1c49ddee57e4628667'}
jobs=2367 workers=4
[313/2367] BANK2_BL-01c_EMA200__OAT_same_bar_reentry-wait_bar: cached
[314/2367] BANK2_BL-01c_EMA200__SPOT_all_excluded_off: cached
[315/2367] BANK2_BL-01c_WMA10__ref: cached
[316/2367] BANK2_BL-01c_WMA10__T_cross_-today__input_-adjust_warmup-strict: cached
[317/2367] BANK2_BL-01c_WMA10__T_cross_-both_d_input_-raw_warmup-strict: cached
[318/2367] BANK2_BL-01c_WMA10__T_cross_-today__input_-raw_warmup-strict: cached
[319/2367] BANK2_BL-01c_WMA10__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[320/2367] BANK2_BL-01c_WMA10__T_cross_-today__input_-adjust_warmup-ready_: cached
[321/2367] BANK2_BL-01c_WMA10__T_cross_-both_d_input_-raw_warmup-ready_: cached
[322/2367] BANK2_BL-01c_WMA10__T_cross_-today__input_-raw_warmup-ready_: cached
[323/2367] BANK2_BL-01c_WMA10__OAT_rsi_smoothing-simple: cached
[324/2367] BANK2_BL-01c_WMA10__OAT_rsi_exit-cross: cached
[325/2367] BANK2_BL-01c_WMA10__OAT_a_exec-set_holdings: cached
[326/2367] BANK2_BL-01c_WMA10__OAT_same_bar_reentry-wait_bar: cached
[327/2367] BANK2_BL-01c_WMA10__SPOT_all_excluded_off: cached
[328/2367] BANK2_BL-01c_WMA20__ref: cached
[329/2367] BANK2_BL-01c_WMA20__T_cross_-today__input_-adjust_warmup-strict: cached
[330/2367] BANK2_BL-01c_WMA20__T_cross_-both_d_input_-raw_warmup-strict: cached
[331/2367] BANK2_BL-01c_WMA20__T_cross_-today__input_-raw_warmup-strict: cached
[332/2367] BANK2_BL-01c_WMA20__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[333/2367] BANK2_BL-01c_WMA20__T_cross_-today__input_-adjust_warmup-ready_: cached
[334/2367] BANK2_BL-01c_WMA20__T_cross_-both_d_input_-raw_warmup-ready_: cached
[335/2367] BANK2_BL-01c_WMA20__T_cross_-today__input_-raw_warmup-ready_: cached
[336/2367] BANK2_BL-01c_WMA20__OAT_rsi_exit-cross: cached
[337/2367] BANK2_BL-01c_WMA20__OAT_rsi_smoothing-simple: cached
[338/2367] BANK2_BL-01c_WMA20__OAT_same_bar_reentry-wait_bar: cached
[339/2367] BANK2_BL-01c_WMA20__OAT_a_exec-set_holdings: cached
[340/2367] BANK2_BL-01c_WMA50__ref: cached
[341/2367] BANK2_BL-01c_WMA50__T_cross_-today__input_-adjust_warmup-strict: cached
[342/2367] BANK2_BL-01c_WMA50__T_cross_-both_d_input_-raw_warmup-strict: cached
[343/2367] BANK2_BL-01c_WMA50__T_cross_-today__input_-raw_warmup-strict: cached
[344/2367] BANK2_BL-01c_WMA50__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[345/2367] BANK2_BL-01c_WMA50__T_cross_-today__input_-adjust_warmup-ready_: cached
[346/2367] BANK2_BL-01c_WMA50__T_cross_-both_d_input_-raw_warmup-ready_: cached
[347/2367] BANK2_BL-01c_WMA50__T_cross_-today__input_-raw_warmup-ready_: cached
[348/2367] BANK2_BL-01c_WMA50__OAT_rsi_smoothing-simple: cached
[349/2367] BANK2_BL-01c_WMA50__OAT_rsi_exit-cross: cached
[350/2367] BANK2_BL-01c_WMA50__OAT_a_exec-set_holdings: cached
[351/2367] BANK2_BL-01c_WMA50__OAT_same_bar_reentry-wait_bar: cached
[352/2367] BANK2_BL-01c_WMA50__SPOT_all_excluded_off: cached
[353/2367] BANK2_BL-01c_WMA100__ref: cached
[354/2367] BANK2_BL-01c_WMA100__T_cross_-today__input_-adjust_warmup-strict: cached
[355/2367] BANK2_BL-01c_WMA100__T_cross_-both_d_input_-raw_warmup-strict: cached
[356/2367] BANK2_BL-01c_WMA100__T_cross_-today__input_-raw_warmup-strict: cached
[357/2367] BANK2_BL-01c_WMA100__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[358/2367] BANK2_BL-01c_EMA10__T_cross_-today__input_-adjust_warmup-strict_wb-252: ok fills=340 (33.5s)
[359/2367] BANK2_BL-01c_WMA100__T_cross_-both_d_input_-raw_warmup-ready_: cached
[360/2367] BANK2_BL-01c_WMA100__T_cross_-today__input_-raw_warmup-ready_: cached
[361/2367] BANK2_BL-01c_WMA100__OAT_rsi_smoothing-simple: cached
[362/2367] BANK2_BL-01c_WMA100__OAT_rsi_exit-cross: cached
[363/2367] BANK2_BL-01c_WMA100__OAT_a_exec-set_holdings: cached
[364/2367] BANK2_BL-01c_WMA100__OAT_same_bar_reentry-wait_bar: cached
[365/2367] BANK2_BL-01c_WMA100__SPOT_all_excluded_off: cached
[366/2367] BANK2_BL-01c_WMA200__ref: cached
[367/2367] BANK2_BL-01c_WMA200__T_cross_-today__input_-adjust_warmup-strict: cached
[368/2367] BANK2_BL-01c_WMA200__T_cross_-both_d_input_-raw_warmup-strict: cached
[369/2367] BANK2_BL-01c_WMA200__T_cross_-today__input_-raw_warmup-strict: cached
[370/2367] BANK2_BL-01c_WMA200__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[371/2367] BANK2_BL-01c_WMA200__T_cross_-today__input_-adjust_warmup-ready_: cached
[372/2367] BANK2_BL-01c_WMA200__T_cross_-both_d_input_-raw_warmup-ready_: cached
[373/2367] BANK2_BL-01c_WMA200__T_cross_-today__input_-raw_warmup-ready_: cached
[374/2367] BANK2_BL-01c_WMA200__OAT_rsi_smoothing-simple: cached
[375/2367] BANK2_BL-01c_WMA200__OAT_rsi_exit-cross: cached
[376/2367] BANK2_BL-01c_WMA200__OAT_a_exec-set_holdings: cached
[377/2367] BANK2_BL-01c_WMA200__OAT_same_bar_reentry-wait_bar: cached
[378/2367] BANK2_BL-01c_WMA200__SPOT_all_excluded_off: cached
[379/2367] BANK2_CROSS_conv_reent__ref: cached
[380/2367] BANK2_CROSS_conv_reent__T_cross_-today__input_-adjust_warmup-strict: cached
[381/2367] BANK2_CROSS_conv_reent__T_cross_-both_d_input_-raw_warmup-strict: cached
[382/2367] BANK2_CROSS_conv_reent__T_cross_-today__input_-raw_warmup-strict: cached
[383/2367] BANK2_CROSS_conv_reent__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[384/2367] BANK2_CROSS_conv_reent__T_cross_-today__input_-adjust_warmup-ready_: cached
[385/2367] BANK2_CROSS_conv_reent__T_cross_-both_d_input_-raw_warmup-ready_: cached
[386/2367] BANK2_CROSS_conv_reent__T_cross_-today__input_-raw_warmup-ready_: cached
[387/2367] BANK2_CROSS_conv_reent__OAT_rsi_smoothing-simple: cached
[388/2367] BANK2_CROSS_conv_reent__OAT_rsi_exit-cross: cached
[389/2367] BANK2_CROSS_conv_reent__OAT_a_exec-set_holdings: cached
[390/2367] BANK2_CROSS_conv_reent__SPOT_all_excluded_off: cached
[391/2367] BANK2_CROSS_conv_wait__ref: cached
[392/2367] BANK2_CROSS_conv_wait__T_cross_-today__input_-adjust_warmup-strict: cached
[393/2367] BANK2_CROSS_conv_wait__T_cross_-both_d_input_-raw_warmup-strict: cached
[394/2367] BANK2_CROSS_conv_wait__T_cross_-today__input_-raw_warmup-strict: cached
[395/2367] BANK2_CROSS_conv_wait__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[396/2367] BANK2_CROSS_conv_wait__T_cross_-today__input_-adjust_warmup-ready_: cached
[397/2367] BANK2_CROSS_conv_wait__T_cross_-both_d_input_-raw_warmup-ready_: cached
[398/2367] BANK2_CROSS_conv_wait__T_cross_-today__input_-raw_warmup-ready_: cached
[399/2367] BANK2_CROSS_conv_wait__OAT_rsi_smoothing-simple: cached
[400/2367] BANK2_CROSS_conv_wait__OAT_rsi_exit-cross: cached
[401/2367] BANK2_CROSS_conv_wait__OAT_a_exec-set_holdings: cached
[402/2367] BANK2_CROSS_conv_wait__SPOT_all_excluded_off: cached
[403/2367] BANK2_CROSS_inv_reent__ref: cached
[404/2367] BANK2_CROSS_inv_reent__T_cross_-today__input_-adjust_warmup-strict: cached
[405/2367] BANK2_BL-01c_EMA50__T_cross_-today__input_-adjust_warmup-ready_: ok fills=340 (33.3s)
[406/2367] BANK2_CROSS_inv_reent__T_cross_-today__input_-raw_warmup-strict: cached
[407/2367] BANK2_CROSS_inv_reent__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[408/2367] BANK2_CROSS_inv_reent__T_cross_-today__input_-adjust_warmup-ready_: cached
[409/2367] BANK2_CROSS_inv_reent__T_cross_-both_d_input_-raw_warmup-ready_: cached
[410/2367] BANK2_CROSS_inv_reent__T_cross_-today__input_-raw_warmup-ready_: cached
[411/2367] BANK2_CROSS_inv_reent__OAT_rsi_smoothing-simple: cached
[412/2367] BANK2_CROSS_inv_reent__OAT_rsi_exit-cross: cached
[413/2367] BANK2_CROSS_inv_reent__OAT_a_exec-set_holdings: cached
[414/2367] BANK2_CROSS_inv_reent__SPOT_all_excluded_off: cached
[415/2367] BANK2_CROSS_inv_wait__ref: cached
[416/2367] BANK2_CROSS_inv_wait__T_cross_-today__input_-adjust_warmup-strict: cached
[417/2367] BANK2_CROSS_inv_wait__T_cross_-both_d_input_-raw_warmup-strict: cached
[418/2367] BANK2_CROSS_inv_wait__T_cross_-today__input_-raw_warmup-strict: cached
[419/2367] BANK2_CROSS_inv_wait__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[420/2367] BANK2_CROSS_inv_wait__T_cross_-today__input_-adjust_warmup-ready_: cached
[421/2367] BANK2_CROSS_inv_wait__T_cross_-both_d_input_-raw_warmup-ready_: cached
[422/2367] BANK2_CROSS_inv_wait__T_cross_-today__input_-raw_warmup-ready_: cached
[423/2367] BANK2_CROSS_inv_wait__OAT_rsi_smoothing-simple: cached
[424/2367] BANK2_CROSS_inv_wait__OAT_rsi_exit-cross: cached
[425/2367] BANK2_CROSS_inv_wait__OAT_a_exec-set_holdings: cached
[426/2367] BANK2_CROSS_inv_wait__SPOT_all_excluded_off: cached
[427/2367] BANK2_CROSS_sym_reent__ref: cached
[428/2367] BANK2_CROSS_sym_reent__T_cross_-today__input_-adjust_warmup-strict: cached
[429/2367] BANK2_CROSS_sym_reent__T_cross_-both_d_input_-raw_warmup-strict: cached
[430/2367] BANK2_CROSS_sym_reent__T_cross_-today__input_-raw_warmup-strict: cached
[431/2367] BANK2_CROSS_sym_reent__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[432/2367] BANK2_CROSS_sym_reent__T_cross_-today__input_-adjust_warmup-ready_: cached
[433/2367] BANK2_CROSS_sym_reent__T_cross_-both_d_input_-raw_warmup-ready_: cached
[434/2367] BANK2_CROSS_sym_reent__T_cross_-today__input_-raw_warmup-ready_: cached
[435/2367] BANK2_CROSS_sym_reent__OAT_rsi_smoothing-simple: cached
[436/2367] BANK2_CROSS_sym_reent__OAT_rsi_exit-cross: cached
[437/2367] BANK2_CROSS_sym_reent__OAT_a_exec-set_holdings: cached
[438/2367] BANK2_CROSS_sym_reent__SPOT_all_excluded_off: cached
[439/2367] BANK2_CROSS_sym_wait__ref: cached
[440/2367] BANK2_BL-01c_WMA100__T_cross_-today__input_-adjust_warmup-ready_: ok fills=306 (32.4s)
[441/2367] BANK2_CROSS_sym_wait__T_cross_-both_d_input_-raw_warmup-strict: cached
[442/2367] BANK2_CROSS_sym_wait__T_cross_-today__input_-raw_warmup-strict: cached
[443/2367] BANK2_CROSS_sym_wait__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[444/2367] BANK2_CROSS_sym_wait__T_cross_-today__input_-adjust_warmup-ready_: cached
[445/2367] BANK2_CROSS_sym_wait__T_cross_-both_d_input_-raw_warmup-ready_: cached
[446/2367] BANK2_CROSS_sym_wait__T_cross_-today__input_-raw_warmup-ready_: cached
[447/2367] BANK2_CROSS_sym_wait__OAT_rsi_smoothing-simple: cached
[448/2367] BANK2_CROSS_sym_wait__OAT_rsi_exit-cross: cached
[449/2367] BANK2_CROSS_sym_wait__OAT_a_exec-set_holdings: cached
[450/2367] BANK2_CROSS_sym_wait__SPOT_all_excluded_off: cached
[451/2367] BANK2_CROSS_uu_reent__ref: cached
[452/2367] BANK2_BL-01c_WMA20__SPOT_all_excluded_off: ok fills=556 (34.0s)
[453/2367] BANK2_CROSS_uu_reent__T_cross_-both_d_input_-raw_warmup-strict: cached
[454/2367] BANK2_CROSS_uu_reent__T_cross_-today__input_-raw_warmup-strict: cached
[455/2367] BANK2_CROSS_uu_reent__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[456/2367] BANK2_CROSS_uu_reent__T_cross_-today__input_-adjust_warmup-ready_: cached
[457/2367] BANK2_CROSS_uu_reent__T_cross_-both_d_input_-raw_warmup-ready_: cached
[458/2367] BANK2_CROSS_uu_reent__T_cross_-today__input_-raw_warmup-ready_: cached
[459/2367] BANK2_CROSS_uu_reent__OAT_rsi_smoothing-simple: cached
[460/2367] BANK2_CROSS_uu_reent__OAT_rsi_exit-cross: cached
[461/2367] BANK2_CROSS_uu_reent__OAT_a_exec-set_holdings: cached
[462/2367] BANK2_CROSS_uu_reent__SPOT_all_excluded_off: cached
[463/2367] BANK2_CROSS_uu_wait__ref: cached
[464/2367] BANK2_CROSS_uu_wait__T_cross_-today__input_-adjust_warmup-strict: cached
[465/2367] BANK2_CROSS_uu_wait__T_cross_-both_d_input_-raw_warmup-strict: cached
[466/2367] BANK2_CROSS_uu_wait__T_cross_-today__input_-raw_warmup-strict: cached
[467/2367] BANK2_CROSS_uu_wait__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[468/2367] BANK2_CROSS_uu_wait__T_cross_-today__input_-adjust_warmup-ready_: cached
[469/2367] BANK2_CROSS_uu_wait__T_cross_-both_d_input_-raw_warmup-ready_: cached
[470/2367] BANK2_CROSS_uu_wait__T_cross_-today__input_-raw_warmup-ready_: cached
[471/2367] BANK2_CROSS_uu_wait__OAT_rsi_smoothing-simple: cached
[472/2367] BANK2_CROSS_uu_wait__OAT_rsi_exit-cross: cached
[473/2367] BANK2_CROSS_uu_wait__OAT_a_exec-set_holdings: cached
[474/2367] BANK2_CROSS_uu_wait__SPOT_all_excluded_off: cached
[475/2367] BANK2_CROSS_dd_reent__ref: cached
[476/2367] BANK2_CROSS_dd_reent__T_cross_-today__input_-adjust_warmup-strict: cached
[477/2367] BANK2_CROSS_dd_reent__T_cross_-both_d_input_-raw_warmup-strict: cached
[478/2367] BANK2_CROSS_dd_reent__T_cross_-today__input_-raw_warmup-strict: cached
[479/2367] BANK2_CROSS_dd_reent__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[480/2367] BANK2_CROSS_dd_reent__T_cross_-today__input_-adjust_warmup-ready_: cached
[481/2367] BANK2_CROSS_dd_reent__T_cross_-both_d_input_-raw_warmup-ready_: cached
[482/2367] BANK2_CROSS_dd_reent__T_cross_-today__input_-raw_warmup-ready_: cached
[483/2367] BANK2_CROSS_dd_reent__OAT_rsi_smoothing-simple: cached
[484/2367] BANK2_CROSS_dd_reent__OAT_rsi_exit-cross: cached
[485/2367] BANK2_CROSS_dd_reent__OAT_a_exec-set_holdings: cached
[486/2367] BANK2_CROSS_dd_reent__SPOT_all_excluded_off: cached
[487/2367] BANK2_CROSS_dd_wait__ref: cached
[488/2367] BANK2_CROSS_dd_wait__T_cross_-today__input_-adjust_warmup-strict: cached
[489/2367] BANK2_CROSS_dd_wait__T_cross_-both_d_input_-raw_warmup-strict: cached
[490/2367] BANK2_CROSS_dd_wait__T_cross_-today__input_-raw_warmup-strict: cached
[491/2367] BANK2_CROSS_dd_wait__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[492/2367] BANK2_CROSS_dd_wait__T_cross_-today__input_-adjust_warmup-ready_: cached
[493/2367] BANK2_CROSS_dd_wait__T_cross_-both_d_input_-raw_warmup-ready_: cached
[494/2367] BANK2_CROSS_dd_wait__T_cross_-today__input_-raw_warmup-ready_: cached
[495/2367] BANK2_CROSS_dd_wait__OAT_rsi_smoothing-simple: cached
[496/2367] BANK2_CROSS_dd_wait__OAT_rsi_exit-cross: cached
[497/2367] BANK2_CROSS_dd_wait__OAT_a_exec-set_holdings: cached
[498/2367] BANK2_CROSS_dd_wait__SPOT_all_excluded_off: cached
[499/2367] BANK2_CROSS_ua_reent__ref: cached
[500/2367] BANK2_CROSS_ua_reent__T_cross_-today__input_-adjust_warmup-strict: cached
[501/2367] BANK2_CROSS_ua_reent__T_cross_-both_d_input_-raw_warmup-strict: cached
[502/2367] BANK2_CROSS_ua_reent__T_cross_-today__input_-raw_warmup-strict: cached
[503/2367] BANK2_CROSS_ua_reent__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[504/2367] BANK2_CROSS_ua_reent__T_cross_-today__input_-adjust_warmup-ready_: cached
[505/2367] BANK2_CROSS_ua_reent__T_cross_-both_d_input_-raw_warmup-ready_: cached
[506/2367] BANK2_CROSS_ua_reent__T_cross_-today__input_-raw_warmup-ready_: cached
[507/2367] BANK2_CROSS_ua_reent__OAT_rsi_smoothing-simple: cached
[508/2367] BANK2_CROSS_inv_reent__T_cross_-both_d_input_-raw_warmup-strict: ok fills=281 (26.7s)
[509/2367] BANK2_CROSS_ua_reent__OAT_a_exec-set_holdings: cached
[510/2367] BANK2_CROSS_ua_reent__SPOT_all_excluded_off: cached
[511/2367] BANK2_CROSS_ua_wait__ref: cached
[512/2367] BANK2_CROSS_ua_wait__T_cross_-today__input_-adjust_warmup-strict: cached
[513/2367] BANK2_CROSS_ua_wait__T_cross_-both_d_input_-raw_warmup-strict: cached
[514/2367] BANK2_CROSS_ua_wait__T_cross_-today__input_-raw_warmup-strict: cached
[515/2367] BANK2_CROSS_ua_wait__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[516/2367] BANK2_CROSS_ua_wait__T_cross_-today__input_-adjust_warmup-ready_: cached
[517/2367] BANK2_CROSS_ua_wait__T_cross_-both_d_input_-raw_warmup-ready_: cached
[518/2367] BANK2_CROSS_ua_wait__T_cross_-today__input_-raw_warmup-ready_: cached
[519/2367] BANK2_CROSS_ua_wait__OAT_rsi_smoothing-simple: cached
[520/2367] BANK2_CROSS_ua_wait__OAT_rsi_exit-cross: cached
[521/2367] BANK2_CROSS_ua_wait__OAT_a_exec-set_holdings: cached
[522/2367] BANK2_CROSS_ua_wait__SPOT_all_excluded_off: cached
[523/2367] BANK2_CROSS_au_reent__ref: cached
[524/2367] BANK2_CROSS_au_reent__T_cross_-today__input_-adjust_warmup-strict: cached
[525/2367] BANK2_CROSS_au_reent__T_cross_-both_d_input_-raw_warmup-strict: cached
[526/2367] BANK2_CROSS_au_reent__T_cross_-today__input_-raw_warmup-strict: cached
[527/2367] BANK2_CROSS_au_reent__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[528/2367] BANK2_CROSS_au_reent__T_cross_-today__input_-adjust_warmup-ready_: cached
[529/2367] BANK2_CROSS_au_reent__T_cross_-both_d_input_-raw_warmup-ready_: cached
[530/2367] BANK2_CROSS_au_reent__T_cross_-today__input_-raw_warmup-ready_: cached
[531/2367] BANK2_CROSS_au_reent__OAT_rsi_smoothing-simple: cached
[532/2367] BANK2_CROSS_au_reent__OAT_rsi_exit-cross: cached
[533/2367] BANK2_CROSS_au_reent__OAT_a_exec-set_holdings: cached
[534/2367] BANK2_CROSS_uu_reent__T_cross_-today__input_-adjust_warmup-strict: ok fills=250 (26.9s)
[535/2367] BANK2_CROSS_au_wait__ref: cached
[536/2367] BANK2_CROSS_au_wait__T_cross_-today__input_-adjust_warmup-strict: cached
[537/2367] BANK2_CROSS_au_wait__T_cross_-both_d_input_-raw_warmup-strict: cached
[538/2367] BANK2_CROSS_au_wait__T_cross_-today__input_-raw_warmup-strict: cached
[539/2367] BANK2_CROSS_sym_wait__T_cross_-today__input_-adjust_warmup-strict: ok fills=250 (27.4s)
[540/2367] BANK2_CROSS_au_wait__T_cross_-today__input_-adjust_warmup-ready_: cached
[541/2367] BANK2_CROSS_au_wait__T_cross_-both_d_input_-raw_warmup-ready_: cached
[542/2367] BANK2_CROSS_au_wait__T_cross_-today__input_-raw_warmup-ready_: cached
[543/2367] BANK2_CROSS_au_wait__OAT_rsi_smoothing-simple: cached
[544/2367] BANK2_CROSS_au_wait__OAT_rsi_exit-cross: cached
[545/2367] BANK2_CROSS_au_wait__OAT_a_exec-set_holdings: cached
[546/2367] BANK2_CROSS_au_wait__SPOT_all_excluded_off: cached
[547/2367] BANK2_CROSS_da_reent__ref: cached
[548/2367] BANK2_CROSS_da_reent__T_cross_-today__input_-adjust_warmup-strict: cached
[549/2367] BANK2_CROSS_da_reent__T_cross_-both_d_input_-raw_warmup-strict: cached
[550/2367] BANK2_CROSS_da_reent__T_cross_-today__input_-raw_warmup-strict: cached
[551/2367] BANK2_CROSS_da_reent__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[552/2367] BANK2_CROSS_da_reent__T_cross_-today__input_-adjust_warmup-ready_: cached
[553/2367] BANK2_CROSS_da_reent__T_cross_-both_d_input_-raw_warmup-ready_: cached
[554/2367] BANK2_CROSS_da_reent__T_cross_-today__input_-raw_warmup-ready_: cached
[555/2367] BANK2_CROSS_da_reent__OAT_rsi_smoothing-simple: cached
[556/2367] BANK2_CROSS_da_reent__OAT_rsi_exit-cross: cached
[557/2367] BANK2_CROSS_da_reent__OAT_a_exec-set_holdings: cached
[558/2367] BANK2_CROSS_da_reent__SPOT_all_excluded_off: cached
[559/2367] BANK2_CROSS_da_wait__ref: cached
[560/2367] BANK2_CROSS_da_wait__T_cross_-today__input_-adjust_warmup-strict: cached
[561/2367] BANK2_CROSS_da_wait__T_cross_-both_d_input_-raw_warmup-strict: cached
[562/2367] BANK2_CROSS_da_wait__T_cross_-today__input_-raw_warmup-strict: cached
[563/2367] BANK2_CROSS_da_wait__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[564/2367] BANK2_CROSS_da_wait__T_cross_-today__input_-adjust_warmup-ready_: cached
[565/2367] BANK2_CROSS_da_wait__T_cross_-both_d_input_-raw_warmup-ready_: cached
[566/2367] BANK2_CROSS_da_wait__T_cross_-today__input_-raw_warmup-ready_: cached
[567/2367] BANK2_CROSS_da_wait__OAT_rsi_smoothing-simple: cached
[568/2367] BANK2_CROSS_da_wait__OAT_rsi_exit-cross: cached
[569/2367] BANK2_CROSS_da_wait__OAT_a_exec-set_holdings: cached
[570/2367] BANK2_CROSS_da_wait__SPOT_all_excluded_off: cached
[571/2367] BANK2_CROSS_ad_reent__ref: cached
[572/2367] BANK2_CROSS_ad_reent__T_cross_-today__input_-adjust_warmup-strict: cached
[573/2367] BANK2_CROSS_ad_reent__T_cross_-both_d_input_-raw_warmup-strict: cached
[574/2367] BANK2_CROSS_ad_reent__T_cross_-today__input_-raw_warmup-strict: cached
[575/2367] BANK2_CROSS_ad_reent__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[576/2367] BANK2_CROSS_ad_reent__T_cross_-today__input_-adjust_warmup-ready_: cached
[577/2367] BANK2_CROSS_ad_reent__T_cross_-both_d_input_-raw_warmup-ready_: cached
[578/2367] BANK2_CROSS_ad_reent__T_cross_-today__input_-raw_warmup-ready_: cached
[579/2367] BANK2_CROSS_ad_reent__OAT_rsi_smoothing-simple: cached
[580/2367] BANK2_CROSS_ad_reent__OAT_rsi_exit-cross: cached
[581/2367] BANK2_CROSS_ad_reent__OAT_a_exec-set_holdings: cached
[582/2367] BANK2_CROSS_ad_reent__SPOT_all_excluded_off: cached
[583/2367] BANK2_CROSS_ad_wait__ref: cached
[584/2367] BANK2_CROSS_ad_wait__T_cross_-today__input_-adjust_warmup-strict: cached
[585/2367] BANK2_CROSS_ad_wait__T_cross_-both_d_input_-raw_warmup-strict: cached
[586/2367] BANK2_CROSS_ad_wait__T_cross_-today__input_-raw_warmup-strict: cached
[587/2367] BANK2_CROSS_ad_wait__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[588/2367] BANK2_CROSS_ad_wait__T_cross_-today__input_-adjust_warmup-ready_: cached
[589/2367] BANK2_CROSS_ad_wait__T_cross_-both_d_input_-raw_warmup-ready_: cached
[590/2367] BANK2_CROSS_ad_wait__T_cross_-today__input_-raw_warmup-ready_: cached
[591/2367] BANK2_CROSS_ad_wait__OAT_rsi_smoothing-simple: cached
[592/2367] BANK2_CROSS_ad_wait__OAT_rsi_exit-cross: cached
[593/2367] BANK2_CROSS_ad_wait__OAT_a_exec-set_holdings: cached
[594/2367] BANK2_CROSS_ad_wait__SPOT_all_excluded_off: cached
[595/2367] BANK2_CROSS_level_reent__ref: cached
[596/2367] BANK2_CROSS_level_reent__T_cross_-today__input_-adjust_warmup-strict: cached
[597/2367] BANK2_CROSS_level_reent__T_cross_-both_d_input_-raw_warmup-strict: cached
[598/2367] BANK2_CROSS_level_reent__T_cross_-today__input_-raw_warmup-strict: cached
[599/2367] BANK2_CROSS_level_reent__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[600/2367] BANK2_CROSS_level_reent__T_cross_-today__input_-adjust_warmup-ready_: cached
[601/2367] BANK2_CROSS_level_reent__T_cross_-both_d_input_-raw_warmup-ready_: cached
[602/2367] BANK2_CROSS_level_reent__T_cross_-today__input_-raw_warmup-ready_: cached
[603/2367] BANK2_CROSS_level_reent__OAT_rsi_smoothing-simple: cached
[604/2367] BANK2_CROSS_level_reent__OAT_rsi_exit-cross: cached
[605/2367] BANK2_CROSS_level_reent__OAT_a_exec-set_holdings: cached
[606/2367] BANK2_CROSS_level_reent__SPOT_all_excluded_off: cached
[607/2367] BANK2_CROSS_ua_reent__OAT_rsi_exit-cross: ok fills=250 (29.5s)
[608/2367] BANK2_CROSS_level_wait__T_cross_-today__input_-adjust_warmup-strict: cached
[609/2367] BANK2_CROSS_level_wait__T_cross_-both_d_input_-raw_warmup-strict: cached
