freeze OK t1=5ae1bdb0e71a all=0eeb421b90d4 engine={'engine_image': 'quantconnect/lean@sha256:dc84a683464681b2e6c9579bc7655e16d4802380367c77004e40a6a504088bd7', 'lean_cli': 'lean 1.0.227', 'git_rev': 'b11f5d122f97867cc5ed6d1c49ddee57e4628667'}
jobs=2869 workers=6
[315/2869] BANK2_BL-01c_WMA10__T_cross_-today__input_-raw_warmup-strict: cached
[316/2869] BANK2_BL-01c_WMA10__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[317/2869] BANK2_BL-01c_WMA10__T_cross_-today__input_-adjust_warmup-ready_: cached
[318/2869] BANK2_BL-01c_WMA10__T_cross_-both_d_input_-raw_warmup-ready_: cached
[319/2869] BANK2_BL-01c_WMA10__T_cross_-today__input_-raw_warmup-ready_: cached
[320/2869] BANK2_BL-01c_WMA10__OAT_rsi_smoothing-simple: cached
[321/2869] BANK2_BL-01c_WMA10__OAT_rsi_exit-cross: cached
[322/2869] BANK2_BL-01c_WMA10__OAT_a_exec-set_holdings: cached
[323/2869] BANK2_BL-01c_WMA10__OAT_same_bar_reentry-wait_bar: cached
[324/2869] BANK2_BL-01c_WMA10__SPOT_all_excluded_off: cached
[325/2869] BANK2_BL-01c_WMA20__ref: cached
[326/2869] BANK2_BL-01c_WMA20__T_cross_-today__input_-adjust_warmup-strict: cached
[327/2869] BANK2_BL-01c_WMA20__T_cross_-both_d_input_-raw_warmup-strict: cached
[328/2869] BANK2_BL-01c_WMA20__T_cross_-today__input_-raw_warmup-strict: cached
[329/2869] BANK2_BL-01c_WMA20__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[330/2869] BANK2_BL-01c_WMA20__T_cross_-today__input_-adjust_warmup-ready_: cached
[331/2869] BANK2_BL-01c_WMA20__T_cross_-both_d_input_-raw_warmup-ready_: cached
[332/2869] BANK2_BL-01c_WMA20__T_cross_-today__input_-raw_warmup-ready_: cached
[333/2869] BANK2_BL-01c_WMA20__OAT_rsi_smoothing-simple: cached
[334/2869] BANK2_BL-01c_WMA20__OAT_rsi_exit-cross: cached
[335/2869] BANK2_BL-01c_WMA20__OAT_a_exec-set_holdings: cached
[336/2869] BANK2_BL-01c_WMA20__OAT_same_bar_reentry-wait_bar: cached
[337/2869] BANK2_BL-01c_WMA20__SPOT_all_excluded_off: cached
[338/2869] BANK2_BL-01c_WMA50__ref: cached
[339/2869] BANK2_BL-01c_WMA50__T_cross_-today__input_-adjust_warmup-strict: cached
[340/2869] BANK2_BL-01c_WMA50__T_cross_-both_d_input_-raw_warmup-strict: cached
[341/2869] BANK2_BL-01c_WMA50__T_cross_-today__input_-raw_warmup-strict: cached
[342/2869] BANK2_BL-01c_WMA50__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[343/2869] BANK2_BL-01c_WMA50__T_cross_-today__input_-adjust_warmup-ready_: cached
[344/2869] BANK2_BL-01c_WMA50__T_cross_-both_d_input_-raw_warmup-ready_: cached
[345/2869] BANK2_BL-01c_WMA50__T_cross_-today__input_-raw_warmup-ready_: cached
[346/2869] BANK2_BL-01c_WMA50__OAT_rsi_smoothing-simple: cached
[347/2869] BANK2_BL-01c_WMA50__OAT_rsi_exit-cross: cached
[348/2869] BANK2_BL-01c_WMA50__OAT_a_exec-set_holdings: cached
[349/2869] BANK2_BL-01c_WMA50__OAT_same_bar_reentry-wait_bar: cached
[350/2869] BANK2_BL-01c_WMA50__SPOT_all_excluded_off: cached
[351/2869] BANK2_BL-01c_WMA100__ref: cached
[352/2869] BANK2_BL-01c_WMA100__T_cross_-today__input_-adjust_warmup-strict: cached
[353/2869] BANK2_BL-01c_WMA100__T_cross_-both_d_input_-raw_warmup-strict: cached
[354/2869] BANK2_BL-01c_WMA100__T_cross_-today__input_-raw_warmup-strict: cached
[355/2869] BANK2_BL-01c_WMA100__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[356/2869] BANK2_BL-01c_WMA100__T_cross_-today__input_-adjust_warmup-ready_: cached
[357/2869] BANK2_BL-01c_WMA100__T_cross_-both_d_input_-raw_warmup-ready_: cached
[358/2869] BANK2_BL-01c_WMA100__T_cross_-today__input_-raw_warmup-ready_: cached
[359/2869] BANK2_BL-01c_WMA100__OAT_rsi_smoothing-simple: cached
[360/2869] BANK2_BL-01c_WMA100__OAT_rsi_exit-cross: cached
[361/2869] BANK2_BL-01c_WMA100__OAT_a_exec-set_holdings: cached
[362/2869] BANK2_BL-01c_WMA100__OAT_same_bar_reentry-wait_bar: cached
[363/2869] BANK2_BL-01c_WMA100__SPOT_all_excluded_off: cached
[364/2869] BANK2_BL-01c_WMA200__ref: cached
[365/2869] BANK2_BL-01c_WMA200__T_cross_-today__input_-adjust_warmup-strict: cached
[366/2869] BANK2_BL-01c_WMA200__T_cross_-both_d_input_-raw_warmup-strict: cached
[367/2869] BANK2_BL-01c_WMA200__T_cross_-today__input_-raw_warmup-strict: cached
[368/2869] BANK2_BL-01c_WMA200__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[369/2869] BANK2_BL-01c_WMA200__T_cross_-today__input_-adjust_warmup-ready_: cached
[370/2869] BANK2_BL-01c_WMA200__T_cross_-both_d_input_-raw_warmup-ready_: cached
[371/2869] BANK2_BL-01c_WMA200__T_cross_-today__input_-raw_warmup-ready_: cached
[372/2869] BANK2_BL-01c_WMA200__OAT_rsi_smoothing-simple: cached
[373/2869] BANK2_BL-01c_WMA200__OAT_rsi_exit-cross: cached
[374/2869] BANK2_BL-01c_WMA200__OAT_a_exec-set_holdings: cached
[375/2869] BANK2_BL-01c_WMA200__OAT_same_bar_reentry-wait_bar: cached
[376/2869] BANK2_BL-01c_WMA200__SPOT_all_excluded_off: cached
[377/2869] BANK2_CROSS_conv_reent__ref: cached
[378/2869] BANK2_CROSS_conv_reent__T_cross_-today__input_-adjust_warmup-strict: cached
[379/2869] BANK2_CROSS_conv_reent__T_cross_-both_d_input_-raw_warmup-strict: cached
[380/2869] BANK2_CROSS_conv_reent__T_cross_-today__input_-raw_warmup-strict: cached
[381/2869] BANK2_CROSS_conv_reent__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[382/2869] BANK2_CROSS_conv_reent__T_cross_-today__input_-adjust_warmup-ready_: cached
[383/2869] BANK2_CROSS_conv_reent__T_cross_-both_d_input_-raw_warmup-ready_: cached
[384/2869] BANK2_CROSS_conv_reent__T_cross_-today__input_-raw_warmup-ready_: cached
[385/2869] BANK2_CROSS_conv_reent__OAT_rsi_smoothing-simple: cached
[386/2869] BANK2_CROSS_conv_reent__OAT_rsi_exit-cross: cached
[387/2869] BANK2_CROSS_conv_reent__OAT_a_exec-set_holdings: cached
[388/2869] BANK2_CROSS_conv_reent__SPOT_all_excluded_off: cached
[389/2869] BANK2_CROSS_conv_wait__ref: cached
[390/2869] BANK2_CROSS_conv_wait__T_cross_-today__input_-adjust_warmup-strict: cached
[391/2869] BANK2_CROSS_conv_wait__T_cross_-both_d_input_-raw_warmup-strict: cached
[392/2869] BANK2_CROSS_conv_wait__T_cross_-today__input_-raw_warmup-strict: cached
[393/2869] BANK2_CROSS_conv_wait__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[394/2869] BANK2_CROSS_conv_wait__T_cross_-today__input_-adjust_warmup-ready_: cached
[395/2869] BANK2_CROSS_conv_wait__T_cross_-both_d_input_-raw_warmup-ready_: cached
[396/2869] BANK2_CROSS_conv_wait__T_cross_-today__input_-raw_warmup-ready_: cached
[397/2869] BANK2_CROSS_conv_wait__OAT_rsi_smoothing-simple: cached
[398/2869] BANK2_CROSS_conv_wait__OAT_rsi_exit-cross: cached
[399/2869] BANK2_CROSS_conv_wait__OAT_a_exec-set_holdings: cached
[400/2869] BANK2_CROSS_conv_wait__SPOT_all_excluded_off: cached
[401/2869] BANK2_CROSS_inv_reent__ref: cached
[402/2869] BANK2_CROSS_inv_reent__T_cross_-today__input_-adjust_warmup-strict: cached
[403/2869] BANK2_CROSS_inv_reent__T_cross_-both_d_input_-raw_warmup-strict: cached
[404/2869] BANK2_CROSS_inv_reent__T_cross_-today__input_-raw_warmup-strict: cached
[405/2869] BANK2_CROSS_inv_reent__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[406/2869] BANK2_CROSS_inv_reent__T_cross_-today__input_-adjust_warmup-ready_: cached
[407/2869] BANK2_CROSS_inv_reent__T_cross_-both_d_input_-raw_warmup-ready_: cached
[408/2869] BANK2_CROSS_inv_reent__T_cross_-today__input_-raw_warmup-ready_: cached
[409/2869] BANK2_CROSS_inv_reent__OAT_rsi_smoothing-simple: cached
[410/2869] BANK2_CROSS_inv_reent__OAT_rsi_exit-cross: cached
[411/2869] BANK2_CROSS_inv_reent__OAT_a_exec-set_holdings: cached
[412/2869] BANK2_CROSS_inv_reent__SPOT_all_excluded_off: cached
[413/2869] BANK2_CROSS_inv_wait__ref: cached
[414/2869] BANK2_CROSS_inv_wait__T_cross_-today__input_-adjust_warmup-strict: cached
[415/2869] BANK2_CROSS_inv_wait__T_cross_-both_d_input_-raw_warmup-strict: cached
[416/2869] BANK2_CROSS_inv_wait__T_cross_-today__input_-raw_warmup-strict: cached
[417/2869] BANK2_CROSS_inv_wait__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[418/2869] BANK2_CROSS_inv_wait__T_cross_-today__input_-adjust_warmup-ready_: cached
[419/2869] BANK2_CROSS_inv_wait__T_cross_-both_d_input_-raw_warmup-ready_: cached
[420/2869] BANK2_CROSS_inv_wait__T_cross_-today__input_-raw_warmup-ready_: cached
[421/2869] BANK2_CROSS_inv_wait__OAT_rsi_smoothing-simple: cached
[422/2869] BANK2_CROSS_inv_wait__OAT_rsi_exit-cross: cached
[423/2869] BANK2_CROSS_inv_wait__OAT_a_exec-set_holdings: cached
[424/2869] BANK2_CROSS_inv_wait__SPOT_all_excluded_off: cached
[425/2869] BANK2_CROSS_sym_reent__ref: cached
[426/2869] BANK2_CROSS_sym_reent__T_cross_-today__input_-adjust_warmup-strict: cached
[427/2869] BANK2_CROSS_sym_reent__T_cross_-both_d_input_-raw_warmup-strict: cached
[428/2869] BANK2_CROSS_sym_reent__T_cross_-today__input_-raw_warmup-strict: cached
[429/2869] BANK2_CROSS_sym_reent__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[430/2869] BANK2_CROSS_sym_reent__T_cross_-today__input_-adjust_warmup-ready_: cached
[431/2869] BANK2_CROSS_sym_reent__T_cross_-both_d_input_-raw_warmup-ready_: cached
[432/2869] BANK2_CROSS_sym_reent__T_cross_-today__input_-raw_warmup-ready_: cached
[433/2869] BANK2_CROSS_sym_reent__OAT_rsi_smoothing-simple: cached
[434/2869] BANK2_CROSS_sym_reent__OAT_rsi_exit-cross: cached
[435/2869] BANK2_CROSS_sym_reent__OAT_a_exec-set_holdings: cached
[436/2869] BANK2_CROSS_sym_reent__SPOT_all_excluded_off: cached
[437/2869] BANK2_CROSS_sym_wait__ref: cached
[438/2869] BANK2_CROSS_sym_wait__T_cross_-today__input_-adjust_warmup-strict: ok fills=267 (38.1s)
[439/2869] BANK2_CROSS_sym_wait__T_cross_-both_d_input_-raw_warmup-strict: cached
[440/2869] BANK2_CROSS_sym_wait__T_cross_-today__input_-raw_warmup-strict: cached
[441/2869] BANK2_CROSS_sym_wait__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[442/2869] BANK2_CROSS_sym_wait__T_cross_-today__input_-adjust_warmup-ready_: cached
[443/2869] BANK2_CROSS_sym_wait__T_cross_-both_d_input_-raw_warmup-ready_: cached
[444/2869] BANK2_CROSS_sym_wait__T_cross_-today__input_-raw_warmup-ready_: cached
[445/2869] BANK2_CROSS_sym_wait__OAT_rsi_smoothing-simple: cached
[446/2869] BANK2_CROSS_sym_wait__OAT_rsi_exit-cross: cached
[447/2869] BANK2_CROSS_sym_wait__OAT_a_exec-set_holdings: cached
[448/2869] BANK2_CROSS_sym_wait__SPOT_all_excluded_off: cached
[449/2869] BANK2_CROSS_uu_reent__ref: cached
[450/2869] BANK2_CROSS_uu_reent__T_cross_-today__input_-adjust_warmup-strict: cached
[451/2869] BANK2_CROSS_uu_reent__T_cross_-both_d_input_-raw_warmup-strict: cached
[452/2869] BANK2_CROSS_uu_reent__T_cross_-today__input_-raw_warmup-strict: cached
[453/2869] BANK2_CROSS_uu_reent__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[454/2869] BANK2_CROSS_uu_reent__T_cross_-today__input_-adjust_warmup-ready_: cached
[455/2869] BANK2_CROSS_uu_reent__T_cross_-both_d_input_-raw_warmup-ready_: cached
[456/2869] BANK2_CROSS_uu_reent__T_cross_-today__input_-raw_warmup-ready_: cached
[457/2869] BANK2_CROSS_uu_reent__OAT_rsi_smoothing-simple: cached
[458/2869] BANK2_CROSS_uu_reent__OAT_rsi_exit-cross: cached
[459/2869] BANK2_CROSS_uu_reent__OAT_a_exec-set_holdings: cached
[460/2869] BANK2_CROSS_uu_reent__SPOT_all_excluded_off: cached
[461/2869] BANK2_CROSS_uu_wait__ref: cached
[462/2869] BANK2_CROSS_uu_wait__T_cross_-today__input_-adjust_warmup-strict: cached
[463/2869] BANK2_CROSS_uu_wait__T_cross_-both_d_input_-raw_warmup-strict: cached
[464/2869] BANK2_CROSS_uu_wait__T_cross_-today__input_-raw_warmup-strict: cached
[465/2869] BANK2_CROSS_uu_wait__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[466/2869] BANK2_CROSS_uu_wait__T_cross_-today__input_-adjust_warmup-ready_: cached
[467/2869] BANK2_CROSS_uu_wait__T_cross_-both_d_input_-raw_warmup-ready_: cached
[468/2869] BANK2_CROSS_uu_wait__T_cross_-today__input_-raw_warmup-ready_: cached
[469/2869] BANK2_CROSS_uu_wait__OAT_rsi_smoothing-simple: cached
[470/2869] BANK2_CROSS_uu_wait__OAT_rsi_exit-cross: cached
[471/2869] BANK2_CROSS_uu_wait__OAT_a_exec-set_holdings: cached
[472/2869] BANK2_CROSS_uu_wait__SPOT_all_excluded_off: cached
[473/2869] BANK2_CROSS_dd_reent__ref: cached
[474/2869] BANK2_CROSS_dd_reent__T_cross_-today__input_-adjust_warmup-strict: cached
[475/2869] BANK2_CROSS_dd_reent__T_cross_-both_d_input_-raw_warmup-strict: cached
[476/2869] BANK2_CROSS_dd_reent__T_cross_-today__input_-raw_warmup-strict: cached
[477/2869] BANK2_CROSS_dd_reent__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[478/2869] BANK2_CROSS_dd_reent__T_cross_-today__input_-adjust_warmup-ready_: cached
[479/2869] BANK2_CROSS_dd_reent__T_cross_-both_d_input_-raw_warmup-ready_: cached
[480/2869] BANK2_CROSS_dd_reent__T_cross_-today__input_-raw_warmup-ready_: cached
[481/2869] BANK2_CROSS_dd_reent__OAT_rsi_smoothing-simple: cached
[482/2869] BANK2_CROSS_dd_reent__OAT_rsi_exit-cross: cached
[483/2869] BANK2_CROSS_dd_reent__OAT_a_exec-set_holdings: cached
[484/2869] BANK2_CROSS_dd_reent__SPOT_all_excluded_off: cached
[485/2869] BANK2_CROSS_dd_wait__ref: cached
[486/2869] BANK2_CROSS_dd_wait__T_cross_-today__input_-adjust_warmup-strict: cached
[487/2869] BANK2_CROSS_dd_wait__T_cross_-both_d_input_-raw_warmup-strict: cached
[488/2869] BANK2_CROSS_dd_wait__T_cross_-today__input_-raw_warmup-strict: cached
[489/2869] BANK2_CROSS_dd_wait__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[490/2869] BANK2_CROSS_dd_wait__T_cross_-today__input_-adjust_warmup-ready_: cached
[491/2869] BANK2_CROSS_dd_wait__T_cross_-both_d_input_-raw_warmup-ready_: cached
[492/2869] BANK2_CROSS_dd_wait__T_cross_-today__input_-raw_warmup-ready_: cached
[493/2869] BANK2_CROSS_dd_wait__OAT_rsi_smoothing-simple: cached
[494/2869] BANK2_CROSS_dd_wait__OAT_rsi_exit-cross: cached
[495/2869] BANK2_CROSS_dd_wait__OAT_a_exec-set_holdings: cached
[496/2869] BANK2_CROSS_dd_wait__SPOT_all_excluded_off: cached
[497/2869] BANK2_CROSS_ua_reent__ref: cached
[498/2869] BANK2_CROSS_ua_reent__T_cross_-today__input_-adjust_warmup-strict: cached
[499/2869] BANK2_CROSS_ua_reent__T_cross_-both_d_input_-raw_warmup-strict: cached
[500/2869] BANK2_CROSS_ua_reent__T_cross_-today__input_-raw_warmup-strict: cached
[501/2869] BANK2_CROSS_ua_reent__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[502/2869] BANK2_CROSS_ua_reent__T_cross_-today__input_-adjust_warmup-ready_: cached
[503/2869] BANK2_CROSS_ua_reent__T_cross_-both_d_input_-raw_warmup-ready_: cached
[504/2869] BANK2_CROSS_ua_reent__T_cross_-today__input_-raw_warmup-ready_: cached
[505/2869] BANK2_CROSS_ua_reent__OAT_rsi_smoothing-simple: cached
[506/2869] BANK2_CROSS_ua_reent__OAT_rsi_exit-cross: cached
[507/2869] BANK2_CROSS_ua_reent__OAT_a_exec-set_holdings: cached
[508/2869] BANK2_CROSS_ua_reent__SPOT_all_excluded_off: cached
[509/2869] BANK2_CROSS_ua_wait__ref: cached
[510/2869] BANK2_CROSS_ua_wait__T_cross_-today__input_-adjust_warmup-strict: cached
[511/2869] BANK2_CROSS_ua_wait__T_cross_-both_d_input_-raw_warmup-strict: cached
[512/2869] BANK2_CROSS_ua_wait__T_cross_-today__input_-raw_warmup-strict: cached
[513/2869] BANK2_CROSS_ua_wait__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[514/2869] BANK2_CROSS_ua_wait__T_cross_-today__input_-adjust_warmup-ready_: cached
[515/2869] BANK2_CROSS_ua_wait__T_cross_-both_d_input_-raw_warmup-ready_: cached
[516/2869] BANK2_CROSS_ua_wait__T_cross_-today__input_-raw_warmup-ready_: cached
[517/2869] BANK2_CROSS_ua_wait__OAT_rsi_smoothing-simple: cached
[518/2869] BANK2_CROSS_ua_wait__OAT_rsi_exit-cross: cached
[519/2869] BANK2_CROSS_ua_wait__OAT_a_exec-set_holdings: cached
[520/2869] BANK2_CROSS_ua_wait__SPOT_all_excluded_off: cached
[521/2869] BANK2_CROSS_au_reent__ref: cached
[522/2869] BANK2_CROSS_au_reent__T_cross_-today__input_-adjust_warmup-strict: cached
[523/2869] BANK2_CROSS_au_reent__T_cross_-both_d_input_-raw_warmup-strict: cached
[524/2869] BANK2_CROSS_au_reent__T_cross_-today__input_-raw_warmup-strict: cached
[525/2869] BANK2_CROSS_au_reent__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[526/2869] BANK2_CROSS_au_reent__T_cross_-today__input_-adjust_warmup-ready_: cached
[527/2869] BANK2_CROSS_au_reent__T_cross_-both_d_input_-raw_warmup-ready_: cached
[528/2869] BANK2_CROSS_au_reent__T_cross_-today__input_-raw_warmup-ready_: cached
[529/2869] BANK2_CROSS_au_reent__OAT_rsi_smoothing-simple: cached
[530/2869] BANK2_CROSS_au_reent__OAT_rsi_exit-cross: cached
[531/2869] BANK2_CROSS_au_reent__OAT_a_exec-set_holdings: cached
[532/2869] BANK2_CROSS_au_reent__SPOT_all_excluded_off: cached
[533/2869] BANK2_CROSS_au_wait__ref: cached
[534/2869] BANK2_CROSS_au_wait__T_cross_-today__input_-adjust_warmup-strict: cached
[535/2869] BANK2_CROSS_au_wait__T_cross_-both_d_input_-raw_warmup-strict: cached
[536/2869] BANK2_CROSS_au_wait__T_cross_-today__input_-raw_warmup-strict: cached
[537/2869] BANK2_BL-01c_SMA20__T_cross_-both_d_input_-raw_warmup-strict: ok fills=462 (39.5s)
[538/2869] BANK2_CROSS_au_wait__T_cross_-today__input_-adjust_warmup-ready_: cached
[539/2869] BANK2_CROSS_au_wait__T_cross_-both_d_input_-raw_warmup-ready_: cached
[540/2869] BANK2_CROSS_au_wait__T_cross_-today__input_-raw_warmup-ready_: cached
[541/2869] BANK2_CROSS_au_wait__OAT_rsi_smoothing-simple: cached
[542/2869] BANK2_CROSS_au_wait__OAT_rsi_exit-cross: cached
[543/2869] BANK2_CROSS_au_wait__OAT_a_exec-set_holdings: cached
[544/2869] BANK2_CROSS_au_wait__SPOT_all_excluded_off: cached
[545/2869] BANK2_CROSS_da_reent__ref: cached
[546/2869] BANK2_CROSS_da_reent__T_cross_-today__input_-adjust_warmup-strict: cached
[547/2869] BANK2_CROSS_da_reent__T_cross_-both_d_input_-raw_warmup-strict: cached
[548/2869] BANK2_CROSS_da_reent__T_cross_-today__input_-raw_warmup-strict: cached
[549/2869] BANK2_CROSS_da_reent__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[550/2869] BANK2_CROSS_da_reent__T_cross_-today__input_-adjust_warmup-ready_: cached
[551/2869] BANK2_CROSS_da_reent__T_cross_-both_d_input_-raw_warmup-ready_: cached
[552/2869] BANK2_CROSS_da_reent__T_cross_-today__input_-raw_warmup-ready_: cached
[553/2869] BANK2_CROSS_da_reent__OAT_rsi_smoothing-simple: cached
[554/2869] BANK2_CROSS_da_reent__OAT_rsi_exit-cross: cached
[555/2869] BANK2_CROSS_da_reent__OAT_a_exec-set_holdings: cached
[556/2869] BANK2_CROSS_da_reent__SPOT_all_excluded_off: cached
[557/2869] BANK2_CROSS_da_wait__ref: cached
[558/2869] BANK2_CROSS_da_wait__T_cross_-today__input_-adjust_warmup-strict: cached
[559/2869] BANK2_CROSS_da_wait__T_cross_-both_d_input_-raw_warmup-strict: cached
[560/2869] BANK2_CROSS_da_wait__T_cross_-today__input_-raw_warmup-strict: cached
[561/2869] BANK2_CROSS_da_wait__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[562/2869] BANK2_CROSS_da_wait__T_cross_-today__input_-adjust_warmup-ready_: cached
[563/2869] BANK2_CROSS_da_wait__T_cross_-both_d_input_-raw_warmup-ready_: cached
[564/2869] BANK2_CROSS_da_wait__T_cross_-today__input_-raw_warmup-ready_: cached
[565/2869] BANK2_CROSS_da_wait__OAT_rsi_smoothing-simple: cached
[566/2869] BANK2_CROSS_da_wait__OAT_rsi_exit-cross: cached
[567/2869] BANK2_CROSS_da_wait__OAT_a_exec-set_holdings: cached
[568/2869] BANK2_CROSS_da_wait__SPOT_all_excluded_off: cached
[569/2869] BANK2_CROSS_ad_reent__ref: cached
[570/2869] BANK2_CROSS_ad_reent__T_cross_-today__input_-adjust_warmup-strict: cached
[571/2869] BANK2_CROSS_ad_reent__T_cross_-both_d_input_-raw_warmup-strict: cached
[572/2869] BANK2_CROSS_ad_reent__T_cross_-today__input_-raw_warmup-strict: cached
[573/2869] BANK2_CROSS_ad_reent__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[574/2869] BANK2_CROSS_ad_reent__T_cross_-today__input_-adjust_warmup-ready_: cached
[575/2869] BANK2_CROSS_ad_reent__T_cross_-both_d_input_-raw_warmup-ready_: cached
[576/2869] BANK2_CROSS_ad_reent__T_cross_-today__input_-raw_warmup-ready_: cached
[577/2869] BANK2_CROSS_ad_reent__OAT_rsi_smoothing-simple: cached
[578/2869] BANK2_CROSS_ad_reent__OAT_rsi_exit-cross: cached
[579/2869] BANK2_CROSS_ad_reent__OAT_a_exec-set_holdings: cached
[580/2869] BANK2_CROSS_ad_reent__SPOT_all_excluded_off: cached
[581/2869] BANK2_CROSS_ad_wait__ref: cached
[582/2869] BANK2_CROSS_ad_wait__T_cross_-today__input_-adjust_warmup-strict: cached
[583/2869] BANK2_CROSS_ad_wait__T_cross_-both_d_input_-raw_warmup-strict: cached
[584/2869] BANK2_CROSS_ad_wait__T_cross_-today__input_-raw_warmup-strict: cached
[585/2869] BANK2_CROSS_ad_wait__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[586/2869] BANK2_CROSS_ad_wait__T_cross_-today__input_-adjust_warmup-ready_: cached
[587/2869] BANK2_CROSS_ad_wait__T_cross_-both_d_input_-raw_warmup-ready_: cached
[588/2869] BANK2_CROSS_ad_wait__T_cross_-today__input_-raw_warmup-ready_: cached
[589/2869] BANK2_CROSS_ad_wait__OAT_rsi_smoothing-simple: cached
[590/2869] BANK2_CROSS_ad_wait__OAT_rsi_exit-cross: cached
[591/2869] BANK2_CROSS_ad_wait__OAT_a_exec-set_holdings: cached
[592/2869] BANK2_CROSS_ad_wait__SPOT_all_excluded_off: cached
[593/2869] BANK2_CROSS_level_reent__ref: cached
[594/2869] BANK2_CROSS_level_reent__T_cross_-today__input_-adjust_warmup-strict: cached
[595/2869] BANK2_CROSS_level_reent__T_cross_-both_d_input_-raw_warmup-strict: cached
[596/2869] BANK2_CROSS_level_reent__T_cross_-today__input_-raw_warmup-strict: cached
[597/2869] BANK2_CROSS_level_reent__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[598/2869] BANK2_CROSS_level_reent__T_cross_-today__input_-adjust_warmup-ready_: cached
[599/2869] BANK2_CROSS_level_reent__T_cross_-both_d_input_-raw_warmup-ready_: cached
[600/2869] BANK2_CROSS_level_reent__T_cross_-today__input_-raw_warmup-ready_: cached
[601/2869] BANK2_CROSS_level_reent__OAT_rsi_smoothing-simple: cached
[602/2869] BANK2_CROSS_level_reent__OAT_rsi_exit-cross: cached
[603/2869] BANK2_CROSS_level_reent__OAT_a_exec-set_holdings: cached
[604/2869] BANK2_CROSS_level_reent__SPOT_all_excluded_off: cached
[605/2869] BANK2_CROSS_level_wait__ref: cached
[606/2869] BANK2_CROSS_level_wait__T_cross_-today__input_-adjust_warmup-strict: cached
[607/2869] BANK2_CROSS_level_wait__T_cross_-both_d_input_-raw_warmup-strict: cached
[608/2869] BANK2_CROSS_level_wait__T_cross_-today__input_-raw_warmup-strict: cached
[609/2869] BANK2_CROSS_level_wait__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[610/2869] BANK2_CROSS_level_wait__T_cross_-today__input_-adjust_warmup-ready_: cached
[611/2869] BANK2_CROSS_level_wait__T_cross_-both_d_input_-raw_warmup-ready_: cached
[612/2869] BANK2_CROSS_level_wait__T_cross_-today__input_-raw_warmup-ready_: cached
